시군명,사업장명,영업상태명,소재지시설전화번호,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,축산업무구분명
고양시,평강약국,정상,031-818-7176,10497,"경기도 고양시 덕양구 화중로 100 (화정동, 비젼타워21)",경기도 고양시 덕양구 화정동 968번지,10497,동물약국
고양시,원마운트약국,정상,,10392,"경기도 고양시 일산서구 한류월드로 300 (대화동, 원마운트)",경기도 고양시 일산서구 대화동 2606번지,10392,동물약국
고양시,고양동물약국,정상,,10564,"경기도 고양시 덕양구 삼송로 12, 107호 (원흥동)",경기도 고양시 덕양구 원흥동 629-1번지 107호,10564,동물약국
고양시,뉴코아약국,정상,070-7723-9559,10417,"경기도 고양시 일산동구 강촌로 157, 서울코아 103호 (마두동)",경기도 고양시 일산동구 마두동 731번지 서울코아 103호,10417,동물약국
고양시,행복드림약국,정상,031-967-2700,10462,"경기도 고양시 덕양구 호국로 819, 1층 (주교동, 신도빌딩)",경기도 고양시 덕양구 주교동 621-4번지,10462,동물약국
고양시,약손약국,정상,,10340,경기도 고양시 일산서구 고봉로 291 (일산동),경기도 고양시 일산서구 일산동 555-1번지 에이스스타디움 302동 1호,10340,동물약국
고양시,라인건강약국,정상,,10568,"경기도 고양시 덕양구 권율대로 885, 태웅PLAZA 105호 (신원동)",경기도 고양시 덕양구 신원동 621-3번지 태웅PLAZA 105호,10568,동물약국
고양시,대영약국,정상,031-905-7388,10401,"경기도 고양시 일산동구 무궁화로 18, 104호 (장항동, 남정시티프라자)",경기도 고양시 일산동구 장항동 760번지 남정시티프라자 104호,10401,동물약국
고양시,내유동우리약국,정상,,10263,"경기도 고양시 덕양구 유산길 22, 101호 (내유동)",경기도 고양시 덕양구 내유동 646-11번지,10263,동물약국
고양시,달빛이화약국,정상,031-966-6111,10473,"경기도 고양시 덕양구 화중로 220, 달빛마을2단지 라이프상가동 114호 (화정동)",경기도 고양시 덕양구 화정동 851번지 달빛마을2단지,10473,동물약국
고양시,한빛약국,정상,,10526,경기도 고양시 덕양구 용현로 27 (행신동),경기도 고양시 덕양구 행신동 757-2번지 행신프라자 104호,10526,동물약국
고양시,활기찬약국,정상,07041334846,10589,"경기도 고양시 덕양구 삼송로 94-22, 신성프라자 1층 105호 (삼송동)",경기도 고양시 덕양구 삼송동 327번지 신성프라자 ,10589,동물약국
고양시,킨텍스아는약국,정상,031-911-6002,10391,"경기도 고양시 일산서구 킨텍스로 240, 상가1층 130호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603번지 킨텍스 꿈에그린 ,10391,동물약국
고양시,일산에이스약국,정상,031-912-6969,10381,"경기도 고양시 일산서구 중앙로 1560, 101호 (대화동, 다산스카이빌)",경기도 고양시 일산서구 대화동 2203-3 다산스카이빌 101호,10381,동물약국
고양시,대화건강약국,정상,911-0381,,"경기도 고양시 일산서구 중앙로 1563 103호 (대화동,영림브레아)",경기도 고양시 일산서구 대화동 2222-2번지 영림브레아 103호,10381,동물약국
고양시,메디팜 제일약국,정상,969-1746,,"경기도 고양시 덕양구 혜음로 34 3층 (고양동,경덕빌딩)",경기도 고양시 덕양구 고양동 218-2   번지 경덕빌딩 3층,10275,동물약국
고양시,유진약국,정상,031-915-3382,10381,"경기도 고양시 일산서구 중앙로 1565 (대화동, 메드위즈)",경기도 고양시 일산서구 대화동 2222-1번지 메드위즈,10381,동물약국
고양시,향동중앙약국,정상,0231597575,10546,"경기도 고양시 덕양구 향기로 58, 향동프라자 지하1층 B02호 (향동동)",경기도 고양시 덕양구 향동동 562번지 ,10546,동물약국
고양시,연세약국,정상,,10366,"경기도 고양시 일산서구 중앙로 1371, 1층 (주엽동, 강선마을13단지아파트)",경기도 고양시 일산서구 주엽동 81번지 뉴서울프라자 ,10366,동물약국
고양시,일산동물약국,정상,031-919-3103,10364,경기도 고양시 일산동구 무궁화로 39 (장항동),경기도 고양시 일산동구 장항동 734번지 삼라마이다스 3차 110호,10364,동물약국
고양시,삼송메디칼약국,정상,02-963-3323,10571,"경기도 고양시 덕양구 권율대로 896-15, 1층 102, 103호 (신원동)",경기도 고양시 덕양구 신원동 636번지 ,10571,동물약국
고양시,한결약국,정상,031-902-0526,,"경기도 고양시 일산동구 강송로 169 102호 (마두동,한국프라자)",경기도 고양시 일산동구 마두동 785번지 한국프라자 102호,10415,동물약국
고양시,건강한 약국,정상,,,경기도 고양시 일산서구 일산로 526 (일산동),경기도 고양시 일산서구 일산동 1081-1   번지,10374,동물약국
고양시,내유녹십자약국,정상,031-963-3188,10263,경기도 고양시 덕양구 유산길 3 (내유동),경기도 고양시 덕양구 내유동 676-49번지,10263,동물약국
고양시,이마트타운약국 킨텍스점,정상,0505-935-5775,10390,"경기도 고양시 일산서구 킨텍스로 171, 이마트타운 1(일부)층 (대화동)",경기도 고양시 일산서구 대화동 2703번지 이마트타운 1(일부)층 ,10390,동물약국
고양시,종로약국,정상,,10500,"경기도 고양시 덕양구 화신로 278, 세일빌딩 105호 (화정동)",경기도 고양시 덕양구 화정동 984-3번지 세일빌딩 ,10500,동물약국
고양시,행복가득약국,정상,,10386,"경기도 고양시 일산서구 중앙로 1426, 일송노블레스 408호 (주엽동)",경기도 고양시 일산서구 주엽동 66-1 일송노블레스 ,10386,동물약국
고양시,성원약국,정상,031-901-8544,410816,"경기도 고양시 일산동구 중앙로 1080, 1층 108호 (백석동, 남정골드프라자)",경기도 고양시 일산동구 백석동 1288-2번지 남정골드프라자 108호,10447,동물약국
고양시,지우약국,정상,031-979-8397,10523,"경기도 고양시 덕양구 무원로6번길 20, M타워 503호 (행신동)",경기도 고양시 덕양구 행신동 707-3번지 M타워 503호,10523,동물약국
고양시,고양힐약국,정상,031-967-7744,10271,"경기도 고양시 덕양구 보광로 2, 1층 일부호 (고양동)",경기도 고양시 덕양구 고양동 953번지 ,10271,동물약국
고양시,고양새물약국,정상,031-962-4817,10275,경기도 고양시 덕양구 혜음로 36 (고양동),경기도 고양시 덕양구 고양동 131번지 ,10275,동물약국
고양시,메디팜일산약국,정상,031-908-4555,10445,"경기도 고양시 일산동구 백석로108번길 68-11, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1182-1 ,10445,동물약국
고양시,하나약국,정상,,10486,"경기도 고양시 덕양구 행신로 266, 월드타워 1층 103호 (행신동)",경기도 고양시 덕양구 행신동 1081-2 월드타워 103호,10486,동물약국
고양시,훈민약국,정상,031-901-1235,10306,"경기도 고양시 일산동구 숲속마을로 48, 신성프라자 105호 (풍동)",경기도 고양시 일산동구 풍동 1280번지 신성프라자 ,10306,동물약국
고양시,대화하이약국,정상,,10381,"경기도 고양시 일산서구 중앙로 1576, 태진프라자 307호 (대화동)",경기도 고양시 일산서구 대화동 2205 태진프라자 ,10381,동물약국
고양시,가나약국,정상,031-818-8332,10387,"경기도 고양시 일산서구 중앙로 1449, 효원메이저 108호 (주엽동)",경기도 고양시 일산서구 주엽동 110 효원메이저 ,10387,동물약국
고양시,본그린약국,정상,031-923-3858,10242,"경기도 고양시 일산서구 일현로 91, 나인원 빌딩 1층 (탄현동)",경기도 고양시 일산서구 탄현동 142-84 ,10242,동물약국
고양시,다나온누리약국,정상,031-813-3346,10497,"경기도 고양시 덕양구 화정로 47, 3층 302호 (화정동, 동원텔)",경기도 고양시 덕양구 화정동 969 동원텔 ,10497,동물약국
고양시,프라자 약국,정상,,10391,"경기도 고양시 일산서구 호수로 817, 홈플러스 킨텍스점 B1층 10 YD호 (대화동)",경기도 고양시 일산서구 대화동 2602 ,10391,동물약국
고양시,이편한온누리약국,정상,,10380,"경기도 고양시 일산서구 주화로 180, 월드메르디앙오피스텔 104호 (대화동)",경기도 고양시 일산서구 대화동 2239-1 월드메르디앙오피스텔 ,10380,동물약국
고양시,원약국,정상,,10402,"경기도 고양시 일산동구 정발산로 47, 웅신아트 105호 (장항동)",경기도 고양시 일산동구 장항동 847 웅신아트 ,10402,동물약국
고양시,큰믿음약국,정상,031-921-6622,10383,"경기도 고양시 일산서구 호수로856번길 73-4, 1층 (대화동)",경기도 고양시 일산서구 대화동 2250-5 ,10383,동물약국
고양시,1004 약국,정상,02-381-5052,10598,"경기도 고양시 덕양구 동세로 19, 아카메디 105호 (동산동)",경기도 고양시 덕양구 동산동 352-1 ,10598,동물약국
고양시,샘터온누리약국,정상,02-514-0777,10311,"경기도 고양시 일산동구 하늘마을1로 2, 풍산프라자 107호 (중산동)",경기도 고양시 일산동구 중산동 1806 풍산프라자 ,10311,동물약국
고양시,코끼리온누리약국,정상,031-913-0516,10387,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 108호 (주엽동)",경기도 고양시 일산서구 주엽동 18-2번지 서현프라자 108호,10387,동물약국
고양시,곰돌이약국,정상,02-381-7792,10595,"경기도 고양시 덕양구 덕수천2로 150, 상가동 2층 28호 (동산동)",경기도 고양시 덕양구 동산동 368-2 ,10595,동물약국
고양시,제일편한약국,정상,,10414,경기도 고양시 일산동구 장백로 178 (장항동),경기도 고양시 일산동구 장항동 897번지 뉴욕프라자 106호,10414,동물약국
고양시,통일로약국,정상,0319693636,10286,"경기도 고양시 덕양구 통일로 772, 1층 (관산동)",경기도 고양시 덕양구 관산동 227-11번지,10286,동물약국
고양시,메디팜행신약국,정상,031-970-4073,10521,"경기도 고양시 덕양구 무원로 63, 103호 (행신동, 무원마을10단지아파트)",경기도 고양시 덕양구 행신동 692번지 무원마을10단지아파트 ,10521,동물약국
고양시,참약사참약국,정상,,10590,"경기도 고양시 덕양구 동송로 63, 103호 (삼송동)",경기도 고양시 덕양구 삼송동 128-2 ,10590,동물약국
고양시,스마트약국,정상,,10234,"경기도 고양시 일산서구 하이파크2로 40, 금문프라자 102호 (덕이동)",경기도 고양시 일산서구 덕이동 1543 금문프라자 ,10234,동물약국
고양시,2층푸른약국,정상,,10551,"경기도 고양시 덕양구 권율대로 512, 원흥퍼스트푸르지오시티 209호 (도내동)",경기도 고양시 덕양구 도내동 950 원흥퍼스트푸르지오시티 ,10551,동물약국
고양시,꿏내음약국,정상,,10545,"경기도 고양시 덕양구 꽃내음3길 30, 1층 (향동동)",경기도 고양시 덕양구 향동동 430-1 ,10545,동물약국
고양시,본약국,정상,,10518,"경기도 고양시 덕양구 중앙로557번길 11, 삼정플라자 (행신동)",경기도 고양시 덕양구 행신동 996 삼정플라자 ,10518,동물약국
고양시,화정플러스약국,정상,,10500,"경기도 고양시 덕양구 화중로 76, 대감빌딩 104호 (화정동)",경기도 고양시 덕양구 화정동 970-1 대감빌딩 ,10500,동물약국
고양시,다사랑약국,정상,,10551,"경기도 고양시 덕양구 도래울로 103, 대영프라자 108호 (도내동)",경기도 고양시 덕양구 도내동 958 대영프라자 ,10551,동물약국
고양시,화정녹십자약국,정상,031-979-8777,10500,"경기도 고양시 덕양구 화중로 60, 화정빌딩 109호 (화정동)",경기도 고양시 덕양구 화정동 983 화정빌딩 ,10500,동물약국
고양시,새서울약국,정상,0507-1307-4510,10510,"경기도 고양시 덕양구 지도로 47, 보림빌딩 101호 (토당동)",경기도 고양시 덕양구 토당동 391-9 보림빌딩 ,10510,동물약국
고양시,메디칼온누리약국,정상,,10325,경기도 고양시 일산동구 동국로 26(식사동),경기도 고양시 일산동구 식사동 662-8 ,10325,동물약국
고양시,이화이편한약국,정상,02-381-8817,10595,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 2층 43호 (동산동)",경기도 고양시 덕양구 동산동 369 이편한세상시티삼송 ,10595,동물약국
고양시,사랑약국,정상,031-970-0072,10510,"경기도 고양시 덕양구 토당로 52, 능곡역프라자 304호 (토당동)",경기도 고양시 덕양구 토당동 444-1 ,10510,동물약국
고양시,봄사랑약국,정상,,10381,"경기도 고양시 일산서구 중앙로 1568, 하성프라자 101,102호 (대화동)",경기도 고양시 일산서구 대화동 2203 하성프라자 ,10381,동물약국
